web-scraper-order,web-scraper-start-url,Disease,Disease-href,Symptoms
1576022254-4301,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Intolerance of cold
1576022363-4605,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pet allergy,https://www.mayoclinic.org/diseases-conditions/pet-allergy/symptoms-causes/syc-20352192,Facial pressure and pain
1576022371-4633,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Mold allergy,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,"Itchy eyes, nose and throat"
1576022459-4820,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adenomyosis,https://www.mayoclinic.org/diseases-conditions/adenomyosis/symptoms-causes/syc-20369138,Heavy or prolonged menstrual bleeding
1576022254-4295,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anorexia nervosa,https://www.mayoclinic.org/diseases-conditions/anorexia-nervosa/symptoms-causes/syc-20353591,Bluish discoloration of the fingers
1576022357-4581,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,Nasal congestion
1576022481-4907,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute lymphocytic leukemia,https://www.mayoclinic.org/diseases-conditions/acute-lymphocytic-leukemia/symptoms-causes/syc-20369077,Pale skin
1576022215-4165,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Broken heart syndrome,https://www.mayoclinic.org/diseases-conditions/broken-heart-syndrome/symptoms-causes/syc-20354617,Chest pain
1576022246-4272,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Pseudomembranous colitis,https://www.mayoclinic.org/diseases-conditions/pseudomembranous-colitis/symptoms-causes/syc-20351434,"Abdominal cramps, pain or tenderness"
1576022357-4584,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,"Cramps, nausea or vomiting"
1576022454-4806,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adult attention-deficit/hyperactivity disorder (ADHD),https://www.mayoclinic.org/diseases-conditions/adult-adhd/symptoms-causes/syc-20350878,Disorganization and problems prioritizing
1576022483-4910,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute liver failure,https://www.mayoclinic.org/diseases-conditions/acute-liver-failure/symptoms-causes/syc-20352863,Yellowing of your skin and eyeballs (jaundice)
1576022398-4719,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol intolerance,https://www.mayoclinic.org/diseases-conditions/alcohol-intolerance/symptoms-causes/syc-20369211,Low blood pressure
1576022461-4825,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Mesenteric lymphadenitis,https://www.mayoclinic.org/diseases-conditions/mesenteric-lymphadenitis/symptoms-causes/syc-20353799,Fever
1576022355-4575,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Hair loss,https://www.mayoclinic.org/diseases-conditions/hair-loss/symptoms-causes/syc-20372926,"Circular or patchy bald spots. Some people experience smooth, coin-sized bald spots. This type of hair loss usually affects just the scalp, but it sometimes also occurs in beards or eyebrows. In some cases, your skin may become itchy or painful before the hair falls out."
1576022489-4931,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Guillain-Barré syndrome,https://www.mayoclinic.org/diseases-conditions/guillain-barre-syndrome/symptoms-causes/syc-20362793,"Difficulty with eye or facial movements, including speaking, chewing or swallowing"
1576022283-4365,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Angelman syndrome,https://www.mayoclinic.org/diseases-conditions/angelman-syndrome/symptoms-causes/syc-20355621,No speech or minimal speech
1576022123-3926,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Autoimmune pancreatitis,https://www.mayoclinic.org/diseases-conditions/autoimmune-pancreatitis/symptoms-causes/syc-20369800,Pale stools or stools that float in the toilet
1576022326-4486,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ampullary cancer,https://www.mayoclinic.org/diseases-conditions/ampullary-cancer/symptoms-causes/syc-20355066,Yellowing of the skin and eyes (jaundice)
1576022328-4497,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Sudden failure of the heart to effectively pump blood (cardiovascular collapse)
1576022371-4631,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Mold allergy,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,Runny or stuffy nose
1576022388-4678,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Fever
1576022328-4501,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Amniotic fluid embolism,https://www.mayoclinic.org/diseases-conditions/amniotic-fluid-embolism/symptoms-causes/syc-20369324,Chills
1576022305-4422,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Thalassemia,https://www.mayoclinic.org/diseases-conditions/thalassemia/symptoms-causes/syc-20354995,Abdominal swelling
1576022450-4798,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Adjustment disorders,https://www.mayoclinic.org/diseases-conditions/adjustment-disorders/symptoms-causes/syc-20355224,Difficulty functioning in daily activities
1576022515-4995,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Infant reflux,https://www.mayoclinic.org/diseases-conditions/infant-acid-reflux/symptoms-causes/syc-20351408,Isn't gaining weight
1576022297-4388,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic aneurysm,https://www.mayoclinic.org/diseases-conditions/aortic-aneurysm/symptoms-causes/syc-20369472,Abdominal aortic aneurysm. An abdominal aortic aneurysm occurs along the part of the aorta that passes through the abdomen.
1576022371-4635,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Mold allergy,https://www.mayoclinic.org/diseases-conditions/mold-allergy/symptoms-causes/syc-20351519,"Dry, scaly skin"
1576022463-4835,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Addison's disease,https://www.mayoclinic.org/diseases-conditions/addisons-disease/symptoms-causes/syc-20350293,Muscle or joint pains
1576022309-4437,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anemia,https://www.mayoclinic.org/diseases-conditions/anemia/symptoms-causes/syc-20351360,Pale or yellowish skin
1576022365-4617,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Penicillin allergy,https://www.mayoclinic.org/diseases-conditions/penicillin-allergy/symptoms-causes/syc-20376222,"Itchy, watery eyes"
1576022244-4269,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antibiotic-associated diarrhea,https://www.mayoclinic.org/diseases-conditions/antibiotic-associated-diarrhea/symptoms-causes/syc-20352231,Loose stools
1576022509-4979,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acoustic neuroma,https://www.mayoclinic.org/diseases-conditions/acoustic-neuroma/symptoms-causes/syc-20356127,"Hearing loss, usually gradual — although in some cases sudden — and occurring on only one side or more pronounced on one side"
1576022348-4556,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376,Bad breath or a foul odor coming from your mouth
1576022469-4857,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Drug addiction (substance use disorder),https://www.mayoclinic.org/diseases-conditions/drug-addiction/symptoms-causes/syc-20365112,Making certain that you maintain a supply of the drug
1576022201-4133,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Arteriovenous malformation,https://www.mayoclinic.org/diseases-conditions/arteriovenous-malformation/symptoms-causes/syc-20350544,Seizures
1576022479-4898,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acute myelogenous leukemia,https://www.mayoclinic.org/diseases-conditions/acute-myelogenous-leukemia/symptoms-causes/syc-20369109,Frequent infections
1576022199-4123,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Giant cell arteritis,https://www.mayoclinic.org/diseases-conditions/giant-cell-arteritis/symptoms-causes/syc-20372758,Jaw pain when you chew or open your mouth wide
1576022234-4226,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Anxiety disorders,https://www.mayoclinic.org/diseases-conditions/anxiety/symptoms-causes/syc-20350961,Trouble concentrating or thinking about anything other than the present worry
1576022396-4709,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Alcohol poisoning,https://www.mayoclinic.org/diseases-conditions/alcohol-poisoning/symptoms-causes/syc-20354386,Seizures
1576022505-4972,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Acromegaly,https://www.mayoclinic.org/diseases-conditions/acromegaly/symptoms-causes/syc-20351222,Loss of interest in sex
1576022240-4254,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Antisocial personality disorder,https://www.mayoclinic.org/diseases-conditions/antisocial-personality-disorder/symptoms-causes/syc-20353928,"Arrogance, a sense of superiority and being extremely opinionated"
1576022348-4554,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Dry socket,https://www.mayoclinic.org/diseases-conditions/dry-socket/symptoms-causes/syc-20354376,Visible bone in the socket
1576022275-4362,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vasculitis,https://www.mayoclinic.org/diseases-conditions/vasculitis/symptoms-causes/syc-20363435,"Nerve problems, such as numbness or weakness"
1576022357-4580,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Wheat allergy,https://www.mayoclinic.org/diseases-conditions/wheat-allergy/symptoms-causes/syc-20378897,"Hives, itchy rash or swelling of the skin"
1576022236-4237,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Social anxiety disorder,https://www.mayoclinic.org/diseases-conditions/social-anxiety-disorder/symptoms-causes/syc-20353561,Avoiding situations where you might be the center of attention
1576022416-4735,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,"Pain or fullness below your ribs on the left side, due to an enlarged spleen"
1576022140-3991,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Atrioventricular canal defect,https://www.mayoclinic.org/diseases-conditions/atrioventricular-canal-defect/symptoms-causes/syc-20361492,Bluish discoloration of the lips and skin
1576022416-4740,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Myelofibrosis,https://www.mayoclinic.org/diseases-conditions/myelofibrosis/symptoms-causes/syc-20355057,Bone pain
1576022388-4680,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Churg-Strauss syndrome,https://www.mayoclinic.org/diseases-conditions/churg-strauss-syndrome/symptoms-causes/syc-20353760,Joint and muscle pain
1576022520-5013,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Achilles tendon rupture,https://www.mayoclinic.org/diseases-conditions/achilles-tendon-rupture/symptoms-causes/syc-20353234,A popping or snapping sound when the injury occurs
1576022507-4977,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],HIV/AIDS,https://www.mayoclinic.org/diseases-conditions/hiv-aids/symptoms-causes/syc-20373524,Sore throat and painful mouth sores
1576022502-4954,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Actinic keratosis,https://www.mayoclinic.org/diseases-conditions/actinic-keratosis/symptoms-causes/syc-20354969,"In some cases, a hard, wartlike surface"
1576022330-4506,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Transient global amnesia,https://www.mayoclinic.org/diseases-conditions/transient-global-amnesia/symptoms-causes/syc-20378531,"Sudden onset of memory loss, verified by a witness"
1576022531-5032,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Absence seizure,https://www.mayoclinic.org/diseases-conditions/petit-mal-seizure/symptoms-causes/syc-20359683,Chewing motions
1576022228-4202,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Aortic valve disease,https://www.mayoclinic.org/diseases-conditions/aortic-valve-disease/symptoms-causes/syc-20355117,Not eating enough (mainly in children with aortic valve stenosis)
1576022344-4545,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Ambiguous genitalia,https://www.mayoclinic.org/diseases-conditions/ambiguous-genitalia/symptoms-causes/syc-20369273,Lumps that feel like testes in the fused labia
1576022295-4381,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Brain aneurysm,https://www.mayoclinic.org/diseases-conditions/brain-aneurysm/symptoms-causes/syc-20361483,Stiff neck
1576022365-4612,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Penicillin allergy,https://www.mayoclinic.org/diseases-conditions/penicillin-allergy/symptoms-causes/syc-20376222,Fever
1576022299-4394,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Vitamin deficiency anemia,https://www.mayoclinic.org/diseases-conditions/vitamin-deficiency-anemia/symptoms-causes/syc-20355025,Irregular heartbeats
1576022359-4590,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Soy allergy,https://www.mayoclinic.org/diseases-conditions/soy-allergy/symptoms-causes/syc-20377802,"Wheezing, a runny nose or breathing difficulty"
1576022263-4323,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Broken ankle,https://www.mayoclinic.org/diseases-conditions/broken-ankle/symptoms-causes/syc-20450025,Pain that increases with activity and decreases with rest
1576022133-3963,https://www.mayoclinic.org/diseases-conditions/index?letter=[A-Z],Reactive attachment disorder,https://www.mayoclinic.org/diseases-conditions/reactive-attachment-disorder/symptoms-causes/syc-20352939,Failure to smile
